מזהה,סוג,"מק""ט","GTIN, UPC, EAN, or ISBN",שם,פורסם,האם מומלץ?,נראות בקטלוג,Unnamed: 8,תיאור,תאריך התחלה של מחיר המבצע,תאריך סיום של מחיר המבצע,סטטוס מס,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,"משקל (ק""ג)",אורך (סנטימטרים),רוחב (סנטימטרים),גובה (סנטימטרים),לאפשר חוות דעת של לקוחות?,הערת רכישה,מחיר מבצע,מחיר רגיל,קטגוריות,תגיות,סוג משלוח,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,Rey Swatches,Rey Variations extra images,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,כלים: _wp_page_template,כלים: product_subtitle_text,כלים: _product_subtitle_text,כלים: title_display,כלים: _title_display,כלים: page_cover,כלים: _page_cover,כלים: rey_body_class,כלים: _rey_body_class,כלים: header_layout_type,כלים: _header_layout_type,כלים: header_text_color,כלים: _header_text_color,כלים: header_position,כלים: _header_position,כלים: custom_logo,כלים: _custom_logo,כלים: logo_mobile,כלים: _logo_mobile,כלים: footer_layout_type,כלים: _footer_layout_type,כלים: custom_container_width,כלים: _custom_container_width,כלים: container_spacing,כלים: _container_spacing,כלים: content_padding_top,כלים: _content_padding_top,כלים: content_padding_bottom,כלים: _content_padding_bottom,כלים: content_padding,כלים: _content_padding,כלים: global_sections,כלים: _global_sections,כלים: general_redirect,כלים: _general_redirect,כלים: top_sticky_gs,כלים: _top_sticky_gs,כלים: bottom_sticky_gs,כלים: _bottom_sticky_gs,כלים: perf__disable_wpblock,כלים: _perf__disable_wpblock,כלים: perf__disable_wcblock,כלים: _perf__disable_wcblock,כלים: product_info,כלים: _product_info,כלים: single_specifications_block,כלים: _single_specifications_block,כלים: buynow_pdp__enable,כלים: _buynow_pdp__enable,כלים: gs_before_atc,כלים: _gs_before_atc,כלים: enable_text_before_add_to_cart,כלים: _enable_text_before_add_to_cart,כלים: gs_after_atc,כלים: _gs_after_atc,כלים: enable_text_after_add_to_cart,כלים: _enable_text_after_add_to_cart,כלים: estimated_delivery__hide,כלים: _estimated_delivery__hide,כלים: estimated_delivery__days,כלים: _estimated_delivery__days,כלים: estimated_delivery__days_margin,כלים: _estimated_delivery__days_margin,כלים: estimated_delivery__custom_text,כלים: _estimated_delivery__custom_text,כלים: product_360_images,כלים: _product_360_images,כלים: badges,כלים: _badges,כלים: quantity_options_minimum,כלים: _quantity_options_minimum,כלים: quantity_options_maximum,כלים: _quantity_options_maximum,כלים: quantity_options_step,כלים: _quantity_options_step,כלים: quantity_options,כלים: _quantity_options,כלים: content_before,כלים: _content_before,כלים: content_after,כלים: _content_after,כלים: product_stretch,כלים: _product_stretch,כלים: product_video_url,כלים: _product_video_url,כלים: product_video_main_image,כלים: _product_video_main_image,כלים: product_video_summary,כלים: _product_video_summary,כלים: product_video_modal_ratio,כלים: _product_video_modal_ratio,כלים: product_custom_tabs,כלים: _product_custom_tabs,כלים: product_content_after_summary,כלים: _product_content_after_summary,כלים: product_content_after_content,כלים: _product_content_after_content,כלים: rs_page_bg_color,כלים: _rey_qty_per_variation_min,כלים: _rey_qty_per_variation_max,כלים: _rey_qty_per_variation_step,כלים: __is_newly_created_product
20483.0,variable,cusdes-LMSL-41419,,קפוצ'ון אמנותי,1,0.0,visible,,"למראה חדש ותוסס, קחו את הקפוצ'ון האמנותי שלנו, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. צוות האמנים שלנו יצר את הדוגמה השבטית הזו על השרוולים והקפוצ'ון.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/ArtisticalMaleHoodiefront.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/ArtisticalMaleHoodieside.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/ArtisticalMaleHoodieback.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20294.0,variable,cusdes-LMSL-38254,,קפוצ'ון עורב שמיים,1,0.0,visible,,"סובבו ראשים כשאתם לובשים את קפוצ'ון עורב השמיים מהקולקציה המיוחדת שלנו במהדורה מוגבלת, Romart. הוא כולל עיצוב בהתאמה אישית, עשוי מפוליאסטר איכותי. צוות הגרפיקאים המוכשרים שלנו יצר את הגרפיקה הזו של עורבים מעופפים עם נגיעות אדומות ושחורות.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/CRAWMaleHoodieFRONT.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/CRAWMaleHoodieSIDE.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/CRAWMaleHoodieBACK.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20255.0,variable,cusdes-LMSL-45895,,קפוצ'ון מצפן גיאולוגי,1,0.0,visible,,"צאו להרפתקה חדשה עם קפוצ'ון מצפן גיאולוגי, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. דוגמת גרגירי העץ המינימליסטית עם גרפיקת מצפן על החזה עוצבה על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/177794-1.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/177795-2.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/177796-3.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20252.0,variable,cusdes-LMSL-54925,,קפוצ'ון עולם טרי,1,0.0,visible,,"שמרו על פשטות אך משמעותית עם קפוצ'ון Fresh World, הכולל עיצוב בהתאמה אישית עשוי פוליאסטר איכותי. צוות הגרפיקאים המוכשרים שלנו יצר עיצוב פשוט עם שוליים צבעוניים ולוגו ייחודי למיתוג נועז.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/221719-FRESH-HOODS-Male-Hoodie-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/221718-FRESH-HOODS-Male-Hoodie-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/221717-FRESH-HOODS-Male-Hoodie-back.jpg",,,,,,,,,0.0,,,מידה,m,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20505.0,variable,cusdes-LMSL-48640,,קפוצ'ון קרח סגול,1,0.0,visible,,"צבעו את חייכם עם קפוצ'ון הקרח הסגול, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר איכותי. הדוגמה הסגולה-כחולה עוצבה על ידי צוות האמנים שלנו, ויצרה סגנונות מנוגדים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/gvesdavd.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/brged.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/hrfdv.jpg",,,,,,,,,0.0,,,מידה,"m, s, xxl",1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20129.0,variable,cusdes-LMSL-56266,,קפוצ'ון Keep It Cool,1,0.0,visible,,"הכירו את קפוצ'ון Keep It Cool - הדרך המושלמת להוסיף נגיעת צבע למלתחה שלכם! קפוצ'ון זה כולל הדפס טאי-דאי בצבעי פסטל מדהים שיסובב ראשים. עם שילוב של ורודים רכים, כחולים וסגולים, קפוצ'ון זה הוא הגשמת חלום לכל מי שאוהב גווני פסטל.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/226643-paca-2-f-הודיות.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/226642-paca-s-הודיות.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/226644-paca-b-הודיות.jpg",,,,,,,,,0.0,,,מידה,"m, xl",1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20204.0,variable,cusdes-LMSL-40339,,קפוצ'ון אל תוך הלא נודע,1,0.0,visible,,"ודאו שאתם מוכנים למה שמחכה לכם עם קפוצ'ון Into The Unknown, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. הדוגמה המרתקת של האוקיינוס ​​בלילה נוצרה על ידי צוות האמנים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/154123-7c7bed90.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/154124-fb770b17.jpg",,,,,,,,,0.0,,,מידה,"m, xl",1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20486.0,variable,cusdes-LMSL-40966,,קפוצ'ון שועל שבטי,1,0.0,visible,,"בטאו את הסגנון הייחודי שלכם בקפוצ'ון Tribal Fox, מקולקציית A PC שלנו. הקפוצ'ון בעיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר איכותי. צוות האמנים המוכשרים שלנו יצר את הגרפיקה המצוירת הזו של שועל.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/FHMaleHoodie_TribalFox_front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/FHMaleHoodie_TribalFox_side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/FHMaleHoodie_TribalFox_back.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20183.0,variable,cusdes-LMSL-23689,,קפוצ'ון מופשט,1,0.0,visible,,"הוסיפו מראה חלומי באמת למלתחה שלכם עם קפוצ'ון Abstract, הכולל לשונית גומי עם לוגו ועיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. הדפס עננים ועשן צבעוני מרהיב עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/Abstract-הודיות-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Abstract-הודיות-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Abstract-הודיות-back.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/143550134_1140181016402389_7738569440717689373_n.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/144476726_721994232015260_2146853344203329302_n.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20246.0,variable,cusdes-LMSL-58175,,קפוצ'ון Uomo con cigaro,1,0.0,visible,,"היכנסו לסטייל עם קפוצ'ון Uomo con Sigaro, שעוצב על ידי מעצב Pitpop החדשני. הוא כולל עיצוב מונוכרומטי ואלגנטי עם אלמנטים גרפיים נועזים שיוצרים אמירה. מושלם עבור אלו שמעריכים אמנות ייחודית ואופנה נוחה, פריט זה יהפוך במהרה למועדף במלתחה שלכם. שדרגו את משחק האופנה הרחובית שלכם ובטאו את הייחודיות שלכם עם פריט בולט זה.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/233270-Sigaro-Hoodie-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/233271-Sigaro-Hoodie-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/233269-Sigaro-Hoodie-back.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508.0,variable,cusdes-LMSL-56993,,קפוצ'ון נקודת מבט,1,0.0,visible,,"הכירו את קפוצ'ון Point Of View: קנבס לבן עם משולשים ירוקים ואפורים לטיול אופנתי בכביש. חשבו עליו כאלבום חופשה ייחודי של גיאומטריה. אבל זה לא הכל - קווים שחורים דקים מחברים את הנקודות, כמו פאזל אופנתי עם חוש הומור. הקפוצ'ון הזה הוא ה-GPS ליעד האופנתי שלכם. הוא מיועד למי שאוהב פניות בלתי צפויות ומוצא מצחיקות בכל עיקוף. התכוננו לטייל ברחובות בסטייל בגיאומטריה!
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/229026-2-f-Hoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/229025-2-b-Hoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/229027-2-s-Hoodie.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20480.0,variable,cusdes-LMSL-56509,,"קפוצ'ון ""Rainbow Fever""",1,0.0,visible,,"הכירו את קפוצ'ון Rainbow Fever - הדרך המושלמת להוסיף קצת צבע לחייכם ולהראות את אהבתכם לכל מה שקשור לקשת בענן. קפוצ'ון תוסס זה כולל עיצוב מפוספס קשת בענן כיפי ופאנקי שבטוח יהפוך אתכם למרכז תשומת הלב (במובן הטוב). זוהי הבחירה המושלמת לימים שבהם אתם רוצים להוסיף קצת נגיעה של צבע למלתחה שלכם. בין אם אתם מרגישים כחולים, ירוקים מקנאה או ורודים, קפוצ'ון Rainbow Fever מכסה אתכם (תרתי משמע). ובואו נהיה כנים, מי לא אוהב קשת בענן טובה? זה כמו מסיבה על הקפוצ'ון שלכם!
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/227386-rainbow-fever-f-Hoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/227387-rainbow-fever-s-Hoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/227385-rainbow-fever-b-Hoodie.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20216.0,variable,cusdes-LMSL-45010,,"קפוצ'ון ""אין בעיה""",1,0.0,visible,,"השאירו את דרמת החג לקפוצ'ון No Problama, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. דוגמת חג המולד הקלאסית עם גרפיקה של לאמה בכיפה נוצרה על ידי צוות האמנים המוכשרים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/173985-NoProblama-Man-Hoodie-front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/173987-NoProblama-Man-Hoodie-side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/173986-NoProblama-Man-Hoodie-back.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20291.0,variable,cusdes-LMSL-35498,,"קפוצ'ון ""היא אוהבת דשא""",1,0.0,visible,,"צאו למימד אחר עם קפוצ'ון She Loves Grass, בעל עיצוב בהתאמה אישית, עשוי מפוליאסטר איכותי. צוות האמנים שלנו יצר את עיצוב חטיפת הפרה הזה בצבעי ניאון עזים.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/128253.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/128254.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20168.0,variable,cusdes-LMSL-26685,,קפוצ'ון אקרילי,1,0.0,visible,,"רעננו את המראה הנינוח שלכם עם קפוצ'ון אקרילי, בעל עיצוב בהתאמה אישית, עשוי 100% פוליאסטר. ההדפס של צבעים מעורבים המזכירים אבני טורקיז עוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/Acrylic-M_הודיות-Front.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Acrylic-M_הודיות-Side.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/Acrylic-M_הודיות-Back.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153.0,variable,cusdes-LMSL-10581,,קפוצ'ון מעושן כהה,1,0.0,visible,,"תפסו מראה חדש ולוהט עם קפוצ'ון Dark Smoke, הכולל לוגו גומי ועיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. הקפוצ'ון כולל הדפס HD של עשן שחור על רקע לבן היוצר מראה שיש, שעוצב על ידי האמנים המקומיים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/DREAMYSMOKEHOODIEfront.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/DREAMYSMOKEHOODIEside.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/DREAMYSMOKEHOODIEback.jpg",,,,,,,,,0.0,,,מידה,s,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20186.0,variable,cusdes-LMSL-47787,,קפוצ'ון דינוזאורים,1,0.0,visible,,"הציגו את אהבתכם החנונית ליצורים פרהיסטוריים עם קפוצ'ון הדינוזאורים, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. צוות האמנים שלנו יצר את מין הדינוזאורים הצבעוני כולו עם רקע שחור חלק.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/DinosaursFHMaleHoodiefront.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/dinosaursFHMaleHoodieside.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/DinosaursFHMaleHoodieback.jpg",,,,,,,,,0.0,,,מידה,"s, xl",1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174.0,variable,cusdes-LMSL-40514,,קפוצ'ון סקיצה טרופית,1,0.0,visible,,"הוסיפו קצת נופך אקזוטי לקולקציה שלכם עם קפוצ'ון סקיצה טרופית, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. ההדפס הטרופי המרגש על השרוולים בשילוב לוגו בחזית נוצר על ידי האמנים המוכשרים שלנו.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/40514FHMaleHoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/40514FHMaleHoodieside.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/40514FHMaleHoodieback.jpg",,,,,,,,,0.0,,,מידה,xl,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20237.0,variable,cusdes-MINKS-LMSL-35781,,קפוצ'ון דובי מינקס,1,0.0,visible,,"הוסיפו קצת נופך חמוד לכל לבוש שתלבשו עם קפוצ'ון הדובון של מינקס, בעל עיצוב בהתאמה אישית, עשוי מ-100% פוליאסטר. הדפס ""MINKS"" זה עם רקע פסטל מדורג עוצב על ידי דורה שוגר מינקס המוכשרת, אמנית רחוב תל אביבית, בסגנונה הייחודי.
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/130216.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/130217.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/130218.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/130219.jpg",,,,,,,,,0.0,,,מידה,xl,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20207.0,variable,cusdes-LMSL-56471,,קפוצ'ון נקניקייה,1,0.0,visible,,"הכירו את האופנה האולטימטיבית לכלבים: קפוצ'ון נקניקייה. הוא כולל עיצוב קורע מצחוק של כלב המתכרבל בלחמניית נקניקייה מלפנים, כולל כל האביזרים. אבל רגע, יש עוד! בגב הקפוצ'ון תמצאו פרצוף כלבלב מצחיק עם המילים ""I'm Such a Hot Dog"" באותיות מודגשות. זוהי הדרך המושלמת להראות את אהבתכם לחבר הפרוותי שלכם ואת אהבתכם לאוכל, הכל באחד! ואם אתם מרגישים קצת רעבים, אל דאגה! כיס הכלב בחזית הקפוצ'ון הוא המקום המושלם לאחסן נקניקייה לנשנוש מהיר בדרכים. אז אם אתם מחפשים קפוצ'ון שהוא גם קורע מצחוק וגם שימושי, זו הדרך הנכונה. זוהי האולטימטיבית בנוחות כלבית ונוחות קולינרית!
 \n
 \n&nbsp;",,,none,,1,1,,0,0,,,,,0.0,,280.0,300,"נשים > בגדים, גברים > בגדים, נשים > בגדים > קפוצ'ון, גברים > בגדים > קפוצ'ון",קפוצ'ון,,"https://zeketa.co.il/wp-content/uploads/2026/01/227270-hot-dog-f-Hoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/227269-hot-dog-b-Hoodie.jpg, https://zeketa.co.il/wp-content/uploads/2026/01/227268-hot-dog-s-Hoodie.jpg",,,,,,,,,0.0,,,מידה,xl,1.0,1.0,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
